ts,gpu_util_pct,gpu_mem_used_mb,gpu_temp_c,gpu_power_w,gpu_fan_pct,host_load1
1778400643,,2.38
1778400644,,5.56
1778400645,,5.56
1778400646,,5.56
1778400647,,5.56
1778400648,,5.56
1778400649,,5.19
1778400650,,5.19
1778400651,,5.19
1778400652,,5.19
1778400653,,5.19
1778400654,,5.10
1778400655,,5.10
1778400656,,5.10
1778400657,,5.10
1778400658,,5.10
1778400659,,5.01
1778400660,,5.01
1778400661,,5.01
1778400662,,5.01
1778400663,,5.01
1778400664,,4.85
1778400665,,4.85
1778400666,,4.85
1778400667,,4.85
1778400668,,4.85
1778400669,,4.54
1778400670,,4.54
1778400671,,4.54
1778400672,,4.54
1778400673,,4.54
1778400674,,4.25
1778400675,,4.25
1778400677,,4.25
1778400678,,4.25
1778400679,,4.25
1778400680,,3.91
1778400681,,3.91
1778400682,,3.91
1778400683,,3.91
1778400684,,3.76
1778400685,,3.76
1778400686,,3.76
1778400687,,3.76
1778400688,,3.76
1778400689,,3.54
1778400690,,3.54
1778400691,,3.54
1778400692,,3.54
1778400693,,3.54
1778400694,,3.42
1778400695,,3.42
1778400696,,3.42
1778400697,,3.42
1778400698,,3.42
1778400699,,3.38
1778400700,,3.38
1778400701,,3.38
1778400702,,3.38
