ts,gpu_util_pct,gpu_mem_used_mb,gpu_temp_c,gpu_power_w,gpu_fan_pct,host_load1
1778410759,21,11345,53,23.78,0,2.47
1778410760,33,11345,53,23.37,0,2.47
1778410762,69,5567,54,32.78,0,2.47
1778410763,12,5567,55,49.94,0,2.47
1778410764,94,7053,65,81.54,0,2.43
1778410766,4,7053,58,192.79,30,2.43
