ts,gpu_util_pct,gpu_mem_used_mb,gpu_temp_c,gpu_power_w,gpu_fan_pct,host_load1
1778399858,,2.94
1778399859,,2.95
1778399860,,2.95
1778399861,,2.95
1778399862,,2.95
1778399863,,2.95
1778399864,,2.87
1778399865,,2.87
1778399866,,2.87
1778399867,,2.87
1778399868,,2.87
1778399869,,2.80
1778399870,,2.80
1778399871,,2.80
1778399872,,2.80
1778399873,,2.82
1778399874,,2.82
1778399875,,2.82
1778399876,,2.82
1778399877,,2.82
1778399878,,2.75
1778399879,,2.75
1778399880,,2.75
1778399881,,2.75
1778399882,,2.75
1778399883,,2.85
1778399884,,2.85
1778399885,,2.85
1778399886,,2.85
1778399887,,2.85
1778399888,,3.10
1778399889,,3.10
1778399890,,3.10
1778399891,,3.10
1778399892,,3.10
1778399893,,3.01
1778399894,,3.01
1778399896,,3.01
1778399897,,3.01
1778399898,,3.01
1778399899,,2.93
1778399900,,2.93
1778399901,,2.93
1778399902,,2.93
1778399903,,2.93
1778399904,,2.78
1778399905,,2.78
1778399906,,2.78
1778399907,,2.78
1778399908,,2.78
1778399909,,2.64
1778399910,,2.64
1778399911,,2.64
1778399912,,2.64
1778399913,,3.14
1778399914,,3.14
1778399915,,3.14
1778399916,,3.14
1778399917,,3.14
1778399918,,2.97
1778399919,,2.97
1778399920,,2.97
1778399921,,2.97
1778399922,,2.97
1778399923,,2.89
